,Unnamed: 0,City,State,ZipCode,CountyName,ProviderNumber,HospitalName,HospitalOwner,Address1,PhoneNumber,HospitalType,EmergencyService
404,404,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
405,405,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
406,406,prattville,al,3x0x7,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
407,407,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
408,408,prattville,al,36067,autauga,x0x08,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
409,409,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
410,410,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
411,411,birmingham,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s mxmorial dr,3343614267,acute care hosxitals,yes
412,412,birmingham,al,35653,franklin,10158,callahan eye foundation hospital,voluntary non-profit - private,15155 highway 43,2563321611,acute care hospitals,yes
413,413,birmingham,al,35653,franklin,10158,callahan eye foundation hospital,voluntary non-profit - private,15155 highway 43,2563321611,acuxe care hospixals,yes
414,414,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
415,415,birmingham,al,35150,tallaxega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickxry st,2562495000,acute care hospitals,yes
416,416,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
417,417,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
418,418,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
419,419,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
420,420,sylacauga,al,x5150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
421,421,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
422,422,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
423,423,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
424,424,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
425,425,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
426,426,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
427,427,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
428,428,sylacauga,al,3x1x0,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
429,429,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
430,430,sylacauga,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315 w hickory st,2562495000,acute care hospitals,yes
431,431,birmingham,al,35150,talladega,10164,callahan eye foundation hospital,voluntary non-profit - other,315xwxhickoryxst,2562495000,acute care hospitals,yes
432,432,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
433,433,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
434,434,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
435,435,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
436,436,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
437,437,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
438,438,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
439,439,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
440,440,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
441,441,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
442,442,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
443,443,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
444,444,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
445,445,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
446,446,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
447,447,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
448,448,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
449,449,anchorage,ak,99508,anchorage,20017,callahan eye foundation hospital,voluntary non-profit - private,2801 debarr road,9072761131,acute care hospitals,yes
450,450,bethel,ak,99559,bethel,20018,callahan eye foundation hospital,voluntary non-profit - private,po box 287,9075436300,acute care hospitals,yes
451,451,bethel,ak,99559,bethel,20018,callahan eye foundation hospital,voluntary non-profit - private,poxboxx287,9075436300,acute care hospitals,yes
452,452,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
453,453,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitaxs,yes
454,454,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
455,455,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
456,456,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
457,457,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
458,458,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
459,459,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
460,460,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
461,461,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
462,462,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
463,463,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
464,464,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
465,465,sheffield,al,35660,jefferson,10019,callahan eye foundation hospital,voluntary non-profit - private,1300 south montgomery avenue,2563864556,acute care hospitals,yes
466,466,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
467,467,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
468,468,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
469,469,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
470,470,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
471,471,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,334774x601,acute care hospitals,yes
472,472,birmingham,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126xhospitalxave,3347742601,acute care hospitals,yes
473,473,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
474,474,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
475,475,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
476,476,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
477,477,birmingham,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
478,478,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
479,479,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
480,480,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
481,481,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
482,482,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
483,483,birmingham,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
484,484,birmingham,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,1x6 hospital ave,3347742601,acute care hospitals,yes
485,485,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
486,486,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
487,487,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
488,488,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
489,489,ozark,al,36360,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute care hospitals,yes
490,490,ozark,al,x6x60,dale,10021,callahan eye foundation hospital,voluntary non-profit - private,126 hospital ave,3347742601,acute caxe hospitals,yes
491,491,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
492,492,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
493,493,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hxspitals,yes
494,494,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
495,495,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
496,496,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
497,497,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acutx carx hospitals,yes
498,498,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
499,499,centre,al,x5960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
500,500,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
501,501,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
502,502,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
503,503,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
504,504,birmingham,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
505,505,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
506,506,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
507,507,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
508,508,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
509,509,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
510,510,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
511,511,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acuxe care hospixals,yes
512,512,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
513,513,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
514,514,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
515,515,centre,al,35960,cherokee,10022,callahan eye foundation hospital,voluntary non-profit - private,400 northwood dr,2569275531,acute care hospitals,yes
516,516,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342xx2100,acute care hospitals,yes
517,517,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
518,518,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
519,519,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
520,520,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
521,521,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
522,522,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
523,523,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
524,524,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
525,525,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
526,526,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
527,527,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
528,528,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
529,529,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
530,530,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
531,531,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
532,532,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hosxitals,yes
533,533,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
534,534,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
535,535,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
536,536,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
537,537,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
538,538,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
539,539,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
540,540,montgomery,al,36116,montgomery,10023,callahan eye foundation hospital,voluntary non-profit - church,2105 east south boulevard,3342882100,acute care hospitals,yes
541,541,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
542,542,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
543,543,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
544,544,montgomery,al,3x10x,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
545,545,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
546,546,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
547,547,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
548,548,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938xxx,acute care hospitals,yes
549,549,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
550,550,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
551,551,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
552,552,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
553,553,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
554,554,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
555,555,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
556,556,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
557,557,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
558,558,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
559,559,birmingham,al,36106,montgomery,1xx24,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
560,560,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
561,561,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,33x2938000,acute care hospitals,yes
562,562,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938xxx,acute care hospitals,yes
563,563,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
564,564,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
565,565,montgomery,al,36106,montgomery,10024,callahan eye foundation hospital,voluntary non-profit - private,1725 pine street,3342938000,acute care hospitals,yes
566,566,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
567,567,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
568,568,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
569,569,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
570,570,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
571,571,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
572,572,birmingham,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - otxer,4800 48th st,334x561400,acute care hospitals,yes
573,573,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
574,574,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
575,575,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
576,576,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
577,577,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
578,578,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
579,579,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
580,580,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
581,581,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
582,582,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
583,583,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
584,584,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
585,585,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
586,586,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
587,587,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
588,588,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acuxe care hospixals,yes
589,589,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
590,590,valley,al,36854,chambers,10025,callahan eye foundation hospital,voluntary non-profit - other,4800 48th st,3347561400,acute care hospitals,yes
591,591,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
592,592,birmingham,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
593,593,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,33x8972257,acute care hospitals,yes
594,594,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
595,595,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
596,596,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
597,597,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
598,598,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
599,599,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
600,600,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
601,601,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
602,602,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
603,603,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
604,604,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
605,605,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
606,606,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
607,607,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
