src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time,Label
flightstats,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.,null
flightstats,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.,null
flightstats,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m. (Estimated),12:21 a.m.,12:21 a.m. (Estimated),null
flightstats,UA-843-LAX-ORD,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.,null
flightstats,CO-1193-EWR-MCO,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.,null
flightstats,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.,null
flightstats,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.,null
flightstats,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.,null
flightstats,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.,null
flightstats,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.,null
flightstats,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.,null
flightstats,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.,null
flightstats,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.,null
flightstats,UA-2515-DFW-CLT,7:05 a.m.,7:07 a.m.,10:31 a.m.,10:47 a.m.,null
flightstats,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.,null
flightstats,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.,null
flightstats,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.,null
flightstats,AA-1522-SFO-ORD,11:55 p.m.,12:10 a.m. (Estimated runway),5:50 a.m.,5:42 a.m. (Estimated runway),null
flightstats,UA-233-LAX-JFK,4:25 p.m.,4:28 p.m. (Estimated runway),12:29 a.m.,12:01 a.m. (Estimated runway),null
flightstats,AA-3823-LAX-DEN,9:00 p.m.,9:06 p.m. (Estimated runway),12:15 a.m.,11:49 p.m. (Estimated runway),null
flightstats,AA-2312-DFW-DTW,8:25 p.m.,8:29 p.m. (Estimated runway),11:50 p.m.,11:35 p.m. (Estimated runway),null
flightstats,UA-2314-ATL-PHL,2:55 p.m.,2:46 p.m.,5:00 p.m.,4:47 p.m.,null
flightstats,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.,null
flightstats,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.,null
flightstats,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.,null
flightstats,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.,null
flightstats,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.,null
flightstats,UA-828-SFO-ORD,11:08 p.m.,null,5:11 a.m.,null,null
flightstats,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m. (Estimated),6:40 p.m.,6:40 p.m. (Estimated),null
flightstats,UA-2704-DTW-PHX,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.,null
flightstats,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:19 p.m. (Estimated),null
flightstats,UA-2708-EWR-CLT,2:55 p.m.,2:52 p.m.,4:53 p.m.,4:44 p.m.,null
flightstats,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.,null
flightstats,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.,null
flightstats,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.,null
flightstats,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.,null
flightstats,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.,null
flightstats,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.,null
flightstats,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.,null
flightstats,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.,null
flightstats,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.,null
flightstats,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.,null
flightstats,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.,null
flightstats,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.,null
flightstats,UA-3099-PHX-PHL,11:55 a.m.,11:43 a.m.,6:17 p.m.,5:38 p.m.,null
flightstats,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.,null
flightstats,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.,null
flightstats,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.,null
flightstats,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.,null
panynj,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.,null
panynj,CO-1586-IAH-MCO,null,7:42 p.m.,null,10:29 p.m.,null
panynj,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.,null
panynj,UA-397-JFK-SFO,8:00 a.m.,8:49 a.m.,11:55 a.m.,11:58 a.m.,null
panynj,UA-3925-IAD-ORF,null,9:01 a.m.,null,9:43 a.m.,null
panynj,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:30 p.m.,null,null
panynj,AA-3-JFK-LAX,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:16 p.m.,null
panynj,UA-2830-MCO-CLT,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:17 p.m.,null
panynj,CO-58-DEN-IAH,null,12:37 p.m.,null,3:31 p.m.,null
panynj,UA-5487-SFO-MRY,null,10:53 a.m.,null,11:21 a.m.,null
panynj,AA-204-LAX-MCO,11:25 p.m.,null,6:55 a.m. Dec 02,null,null
panynj,UA-414-LAX-SFO,null,6:10 a.m.,null,7:17 a.m.,null
panynj,CO-1614-LAX-IAH,null,12:58 a.m.,null,5:26 a.m.,null
panynj,UA-2726-FLL-PHL,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.,null
panynj,CO-52-IAH-LAX,null,7:56 a.m.,null,9:09 a.m.,null
panynj,CO-1090-BOS-IAH,null,10:35 a.m.,null,1:19 p.m.,null
panynj,AA-616-DFW-DTW,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:18 p.m.,null
panynj,UA-3515-IAD-MSP,null,8:26 a.m.,null,9:56 a.m.,null
panynj,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.,null
panynj,AA-484-DFW-MIA,4:15 p.m.,4:30 p.m.,7:55 p.m.,7:39 p.m.,null
panynj,AA-1886-BOS-MIA,null,10:55 a.m.,null,1:40 p.m.,null
panynj,CO-62-IAH-EWR,null,2:59 p.m.,null,7:10 p.m.,null
panynj,CO-1561-PHX-IAH,null,8:18 a.m.,null,11:32 a.m.,null
panynj,UA-2314-ATL-PHL,null,3:04 p.m.,null,5:00 p.m.,null
panynj,AA-446-DFW-PHL,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:09 p.m.,null
panynj,CO-1023-IAH-DEN,null,12:06 p.m.,null,1:14 p.m.,null
panynj,AA-466-IAH-MIA,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:05 a.m.,null
panynj,UA-3050-PHX-CLT,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:03 p.m.,null
panynj,CO-89-IAH-EWR,null,6:17 a.m.,null,10:27 a.m.,null
panynj,CO-1088-CLE-IAH,null,9:01 a.m.,null,10:56 a.m.,null
panynj,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.,null
panynj,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.,null
panynj,UA-854-SFO-IAH,null,8:07 a.m.,null,1:30 p.m.,null
panynj,UA-382-IAD-LAX,null,12:56 p.m.,null,3:21 p.m.,null
panynj,AA-4344-ORD-DTW,null,12:14 p.m.,null,2:01 p.m.,null
panynj,UA-257-JFK-SFO,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:42 p.m.,null
panynj,UA-2945-PHL-CLT,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.,null
panynj,CO-63-EWR-IAH,null,5:38 p.m.,null,8:03 p.m.,null
panynj,CO-47-IAH-LAX,null,8:36 p.m.,null,9:38 p.m.,null
panynj,AA-2050-ORD-MIA,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:46 p.m.,null
panynj,UA-248-PHX-ORD,null,1:43 p.m.,null,5:34 p.m.,null
panynj,AA-4330-CVG-ORD,null,3:36 p.m.,null,3:25 p.m.,null
panynj,AA-1434-DFW-MCO,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.,null
panynj,AA-1640-MIA-MCO,6:30 p.m.,null,7:25 p.m.,null,null
panynj,AA-4307-ORD-DTW,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:43 p.m.,null
panynj,CO-1694-LAX-IAH,7:15 p.m.,null,12:21 a.m. Dec 02,null,null
panynj,UA-843-LAX-ORD,null,2:38 p.m.,null,7:58 p.m.,null
panynj,CO-1193-EWR-MCO,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:09 p.m.,null
panynj,AA-3842-MSP-ORD,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.,null
panynj,AA-643-MIA-ORD,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.,null
panynj,AA-1007-MIA-PHX,null,5:09 p.m.,null,7:53 p.m.,null
panynj,UA-2906-PHL-MCO,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:35 p.m.,null
panynj,UA-938-DEN-ORD,null,4:37 p.m.,null,7:36 p.m.,null
panynj,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.,null
panynj,CO-16-LAX-EWR,null,10:37 a.m.,null,6:34 p.m.,null
panynj,UA-2515-DFW-CLT,null,7:31 a.m.,null,10:45 a.m.,null
panynj,AA-400-DFW-JFK,10:40 a.m.,11:02 a.m.,2:59 p.m.,3:04 p.m.,null
panynj,UA-664-ORD-PHL,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:23 p.m.,null
panynj,AA-3756-ORD-SLC,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.,null
panynj,UA-37-EWR-MCO,null,2:01 p.m.,null,4:17 p.m.,null
panynj,AA-1522-SFO-ORD,11:55 p.m.,null,5:50 a.m. Dec 02,null,null
panynj,UA-233-LAX-JFK,4:25 p.m.,null,12:29 a.m. Dec 02,null,null
panynj,AA-3823-LAX-DEN,9:00 p.m.,null,12:15 a.m. Dec 02,null,null
panynj,AA-2312-DFW-DTW,8:25 p.m.,null,11:50 p.m.,null,null
panynj,AA-1165-JFK-MIA,6:59 a.m.,7:23 a.m.,10:34 a.m.,10:04 a.m.,null
panynj,AA-431-MIA-SFO,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:44 a.m.,null
panynj,UA-3373-IAD-PHL,null,8:37 a.m.,null,9:13 a.m.,null
panynj,AA-649-ORD-SNA,1:30 p.m.,null,3:50 p.m.,null,null
panynj,CO-1250-MIA-IAH,null,3:17 p.m.,null,4:59 p.m.,null
panynj,UA-6273-YYC-SFO,null,7:41 a.m.,null,8:45 a.m.,null
panynj,UA-828-SFO-ORD,11:08 p.m.,null,5:11 a.m.Dec 02,null,null
panynj,CO-4888-IAH-DAL,5:30 p.m.,null,6:40 p.m.,null,null
panynj,UA-858-PVG-SFO,null,1:45 p.m.,null,8:02 a.m.,null
panynj,UA-2704-DTW-PHX,null,11:47 a.m.,null,2:02 p.m.,null
panynj,AA-3063-SLC-LAX,null,8:40 p.m.,null,9:11 p.m.,null
panynj,UA-2708-EWR-CLT,null,3:04 p.m.,null,4:24 p.m.,null
panynj,UA-62-IAH-EWR,null,2:59 p.m.,null,7:10 p.m.,null
panynj,UA-1500-IAH-GUA,null,9:43 a.m.,null,12:12 p.m.,null
panynj,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:36 p.m.,null
panynj,AA-1917-JFK-MCO,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.,null
panynj,AA-2268-PHX-ORD,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:07 a.m.,null
panynj,AA-4277-CVG-JFK,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:43 p.m.,null
panynj,AA-2957-DFW-CVG,7:55 a.m.,8:05 a.m.,11:05 a.m.,11:00 a.m.,null
panynj,UA-37-EDI-EWR,null,9:05 a.m.,null,12:09 p.m.,null
panynj,AA-789-ORD-DEN,1:05 p.m.,1:20 p.m.,2:35 p.m.,3:01 p.m.,null
panynj,AA-415-BOS-ORD,null,8:56 a.m.,null,10:10 a.m.,null
panynj,AA-85-JFK-SFO,3:05 p.m.,3:38 p.m.,6:30 p.m.,6:43 p.m.,null
panynj,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,7:57 a.m.,null
panynj,AA-1544-SAN-ORD,null,11:41 a.m.,null,4:56 p.m.,null
panynj,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:09 p.m.,null
panynj,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.,null
panynj,AA-2525-DFW-MIA,7:25 a.m.,7:40 a.m.,11:10 a.m.,11:06 a.m.,null
panynj,CO-50-CLE-EWR,null,4:02 p.m.,null,5:26 p.m.,null
panynj,UA-3099-PHX-PHL,11:55 a.m.,11:55 a.m.,6:17 p.m.,6:17 p.m.,null
panynj,AA-4198-ORD-CLE,10:40 a.m.,10:55 a.m.,12:55 p.m.,12:48 p.m.,null
panynj,AA-404-MIA-MCO,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:32 a.m.,null
panynj,CO-45-EWR-MIA,4:00 p.m.,4:15 p.m.,7:05 p.m.,6:36 p.m.,null
panynj,AA-3809-PHX-LAX,6:00 a.m.,6:11 a.m.,6:40 a.m.,6:19 a.m.,null
panynj,AA-59-JFK-SFO,7:10 a.m.,7:40 a.m.,10:45 a.m.,11:12 a.m.,null
panynj,AA-222-LAX-BOS,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:14 p.m.,null
flightexplorer,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,null,9:22 a.m.,2
flightexplorer,AA-1733-ORD-PHX,null,7:59 p.m.,null,10:28 p.m.,null
flightexplorer,CO-1586-IAH-MCO,null,7:41 p.m.,null,10:22 p.m.,null
flightexplorer,UA-397-JFK-SFO,null,8:47 a.m.,null,11:30 a.m.,null
flightexplorer,UA-3925-IAD-ORF,null,9:01 a.m.,null,9:39 a.m.,null
flightexplorer,AA-1640-MIA-MCO,6:30 p.m.,null,7:25 p.m.,null,null
flightexplorer,AA-1544-SAN-ORD,null,11:41 a.m.,null,4:54 p.m.,null
flightexplorer,UA-5487-SFO-MRY,null,10:53 a.m.,null,11:16 a.m.,null
flightexplorer,AA-204-LAX-MCO,11:25 p.m.,null,12/2/2011 6:55 a.m.,null,null
flightexplorer,UA-414-LAX-SFO,null,6:09 a.m.,null,7:04 a.m.,null
flightexplorer,CO-1614-LAX-IAH,null,12:57 a.m.,null,5:25 a.m.,null
flightexplorer,AA-3756-ORD-SLC,null,12:42 p.m.,null,2:50 p.m.,null
flightexplorer,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:29 a.m.,2
flightexplorer,AA-484-DFW-MIA,4:15 p.m.,4:30 p.m.,null,7:37 p.m.,2
flightexplorer,AA-616-DFW-DTW,null,10:11 a.m.,null,1:19 p.m.,null
flightexplorer,AA-446-DFW-PHL,null,12:13 p.m.,null,4:08 p.m.,null
flightexplorer,CO-1023-IAH-DEN,null,12:05 p.m.,null,1:06 p.m.,null
flightexplorer,AA-466-IAH-MIA,null,6:09 a.m.,null,8:50 a.m.,null
flightexplorer,AA-2957-DFW-CVG,null,8:05 a.m.,null,10:58 a.m.,null
flightexplorer,AA-1664-MIA-ATL,null,10:19 a.m.,null,11:50 a.m.,null
flightexplorer,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,null,7:59 a.m.,2
flightexplorer,AA-1279-DFW-PHX,null,2:04 p.m.,null,3:13 p.m.,null
flightexplorer,UA-382-IAD-LAX,null,12:55 p.m.,null,3:07 p.m.,null
flightexplorer,AA-4344-ORD-DTW,null,12:14 p.m.,null,1:55 p.m.,null
flightexplorer,UA-257-JFK-SFO,null,2:41 p.m.,null,5:22 p.m.,null
flightexplorer,AA-271-MIA-LAX,null,11:52 a.m.,null,2:21 p.m.,null
flightexplorer,AA-2050-ORD-MIA,10:40 a.m.,11:06 a.m.,null,2:39 p.m.,2
flightexplorer,UA-248-PHX-ORD,1:09 p.m.,null,4:52 p.m.,null,null
flightexplorer,AA-4330-CVG-ORD,null,3:36 p.m.,null,3:26 p.m.,null
flightexplorer,AA-1434-DFW-MCO,null,7:22 a.m.,null,10:34 a.m.,null
flightexplorer,AA-4307-ORD-DTW,null,6:56 p.m.,null,8:38 p.m.,null
flightexplorer,AA-3-JFK-LAX,12:00 p.m.,12:12 p.m.,null,3:04 p.m.,2
flightexplorer,CO-1193-EWR-MCO,null,9:56 a.m.,null,12:02 p.m.,null
flightexplorer,AA-3842-MSP-ORD,null,6:57 a.m.,null,7:49 a.m.,null
flightexplorer,AA-643-MIA-ORD,7:10 a.m.,7:31 a.m.,null,9:26 a.m.,2
flightexplorer,AA-1007-MIA-PHX,null,5:09 p.m.,null,7:43 p.m.,null
flightexplorer,AA-2525-DFW-MIA,null,7:40 a.m.,null,10:43 a.m.,null
flightexplorer,UA-938-DEN-ORD,null,4:35 p.m.,null,7:23 p.m.,null
flightexplorer,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,null,9:47 p.m.,2
flightexplorer,AA-1886-BOS-MIA,null,10:55 a.m.,null,1:36 p.m.,null
flightexplorer,UA-664-ORD-PHL,1:33 p.m.,1:46 p.m.,null,4:20 p.m.,2
flightexplorer,UA-37-EWR-MCO,null,1:59 p.m.,null,4:05 p.m.,null
flightexplorer,AA-1522-SFO-ORD,11:55 p.m.,null,12/2/2011 5:50 a.m.,null,null
flightexplorer,AA-3823-LAX-DEN,9:00 p.m.,null,12/2/2011 12:15 a.m.,null,null
flightexplorer,AA-2312-DFW-DTW,8:25 p.m.,null,11:50 p.m.,null,null
flightexplorer,AA-1165-JFK-MIA,null,7:23 a.m.,null,9:45 a.m.,null
flightexplorer,AA-431-MIA-SFO,null,8:52 a.m.,null,11:33 a.m.,null
flightexplorer,UA-3373-IAD-PHL,null,8:37 a.m.,null,9:13 a.m.,null
flightexplorer,AA-649-ORD-SNA,1:30 p.m.,null,3:50 p.m.,null,null
flightexplorer,UA-828-SFO-ORD,11:08 p.m.,11/30/2011 11:34 p.m.,null,5:24 a.m.,2
flightexplorer,CO-4888-IAH-DAL,5:30 p.m.,null,6:40 p.m.,null,null
flightexplorer,CO-1561-PHX-IAH,null,8:17 a.m.,null,11:27 a.m.,null
flightexplorer,AA-3804-PHL-ORD,null,2:44 p.m.,null,3:36 p.m.,null
flightexplorer,AA-2268-PHX-ORD,null,7:23 a.m.,null,11:04 a.m.,null
flightexplorer,UA-233-LAX-JFK,4:25 p.m.,null,12/2/2011 12:29 a.m.,null,null
flightexplorer,UA-6273-YYC-SFO,null,7:41 a.m.,null,8:33 a.m.,null
flightexplorer,AA-4277-CVG-JFK,12:10 p.m.,12:11 p.m.,null,1:42 p.m.,2
flightexplorer,AA-789-ORD-DEN,null,1:20 p.m.,null,2:49 p.m.,null
flightexplorer,AA-222-LAX-BOS,null,7:32 a.m.,null,3:12 p.m.,null
flightexplorer,AA-4198-ORD-CLE,10:40 a.m.,10:55 a.m.,null,12:37 p.m.,2
flightexplorer,AA-404-MIA-MCO,null,6:58 a.m.,null,7:37 a.m.,null
flightexplorer,AA-3809-PHX-LAX,null,6:11 a.m.,null,6:13 a.m.,null
flightexplorer,AA-59-JFK-SFO,7:10 a.m.,7:40 a.m.,null,10:52 a.m.,2
mia,AA-2050-ORD-MIA,10:40 a.m.,null,2:45P 12-01-11,2:46P,2
mia,AA-1165-JFK-MIA,null,null,10:34A 12-01-11,10:08A,null
mia,AA-484-DFW-MIA,4:15 p.m.,null,7:55P 12-01-11,7:39P,2
mia,AA-466-IAH-MIA,null,null,9:20A 12-01-11,9:04A,null
mia,AA-2525-DFW-MIA,null,null,11:10A 12-01-11,11:06A,null
iad,UA-382-IAD-LAX,12:30,12:30,null,null,null
dfw,AA-1279-DFW-PHX,1:00 p.m.,null,null,null,null
dfw,AA-2312-DFW-DTW,8:25 p.m.,null,null,null,null
dfw,AA-446-DFW-PHL,11:50 a.m.,null,null,null,null
dfw,AA-400-DFW-JFK,10:40 a.m.,null,null,null,null
dfw,AA-484-DFW-MIA,4:15 p.m.,null,null,null,null
mco,CO-1586-IAH-MCO,null,null,Thu  22:15,Thu  22:25,null
mco,AA-1917-JFK-MCO,null,null,Thu  17:55,Thu  17:40,null
mco,AA-1640-MIA-MCO,null,null,Thu  19:25,Thu  19:33,null
mco,AA-404-MIA-MCO,null,null,Thu  7:45,Thu  7:31,null
mco,AA-204-LAX-MCO,11:25 p.m.,null,Thu  6:55,Thu  6:50,2
mco,AA-1221-MCO-ORD,8:00 p.m.,null,null,null,2
mco,AA-1434-DFW-MCO,null,null,Thu  10:35,Thu  10:28,null
mco,CO-1193-EWR-MCO,null,null,Thu  12:18,null,null
flights,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.,null
flights,CO-1586-IAH-MCO,null,7:14 p.m.,null,10:29 p.m.,null
flights,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.,null
flights,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.,null
flights,UA-3925-IAD-ORF,null,8:42 a.m.,null,9:43 a.m.,null
flights,AA-1733-ORD-PHX,7:45 p.m.,null,10:30 p.m.,null,null
flights,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.,null
flights,UA-2830-MCO-CLT,3:27 p.m.,3:28 p.m.,5:05 p.m.,5:17 p.m.,null
flights,CO-58-DEN-IAH,null,11:32 a.m.,null,3:31 p.m.,null
flights,UA-5487-SFO-MRY,null,10:33 a.m.,null,11:21 a.m.,null
flights,AA-204-LAX-MCO,11:25 p.m.,null,6:55 a.m.  Fri 02-Dec-2011,null,null
flights,UA-414-LAX-SFO,null,5:56 a.m.,null,7:17 a.m.,null
flights,CO-1614-LAX-IAH,null,12:41 a.m.,null,5:26 a.m.,null
flights,UA-2726-FLL-PHL,4:00 p.m.,3:58 p.m.,6:46 p.m.,6:28 p.m.,null
flights,CO-52-IAH-LAX,null,7:29 a.m.,null,9:14 a.m.,null
flights,CO-1090-BOS-IAH,null,10:19 a.m.,null,1:19 p.m.,null
flights,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.,null
flights,UA-3515-IAD-MSP,null,8:12 a.m.,null,9:56 a.m.,null
flights,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.,null
flights,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.,null
flights,AA-1886-BOS-MIA,null,10:55 a.m.,null,1:40 p.m.,null
flights,CO-62-IAH-EWR,null,2:48 p.m.,null,7:10 p.m.,null
flights,CO-1561-PHX-IAH,null,8:00 a.m.,null,11:32 a.m.,null
flights,UA-2314-ATL-PHL,null,2:46 p.m.,null,4:47 p.m.,null
flights,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.,null
flights,CO-1023-IAH-DEN,null,11:56 a.m.,null,1:14 p.m.,null
flights,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.,null
flights,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.,null
flights,CO-89-IAH-EWR,null,6:02 a.m.,null,10:27 a.m.,null
flights,CO-1088-CLE-IAH,null,8:40 a.m.,null,10:56 a.m.,null
flights,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.,null
flights,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (Runway),null
flights,UA-854-SFO-IAH,null,7:49 a.m.,null,1:30 p.m.,null
flights,UA-382-IAD-LAX,null,12:35 p.m.,null,3:21 p.m.,null
flights,AA-4344-ORD-DTW,null,12:13 p.m.,null,2:10 p.m.,null
flights,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.,null
flights,UA-2945-PHL-CLT,12:00 p.m.,11:51 a.m.,1:45 p.m.,1:15 p.m.,null
flights,CO-63-EWR-IAH,null,5:22 p.m.,null,8:03 p.m.,null
flights,CO-47-IAH-LAX,null,8:25 p.m.,null,8:56 p.m.,null
flights,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.,null
flights,UA-248-PHX-ORD,null,1:32 p.m.,null,5:34 p.m.,null
flights,AA-4330-CVG-ORD,null,3:36 p.m.,null,3:33 p.m.,null
flights,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.,null
flights,AA-1640-MIA-MCO,6:30 p.m.,null,7:25 p.m.,null,null
flights,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.,null
flights,CO-1694-LAX-IAH,7:15 p.m.,null,12:21 a.m.  Fri 02-Dec-2011,null,null
flights,UA-843-LAX-ORD,null,2:10 p.m.,null,7:58 p.m.,null
flights,CO-1193-EWR-MCO,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.,null
flights,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.,null
flights,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.,null
flights,AA-1007-MIA-PHX,null,5:08 p.m.,null,7:55 p.m.,null
flights,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.,null
flights,UA-938-DEN-ORD,null,4:15 p.m.,null,7:36 p.m.,null
flights,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.,null
flights,CO-16-LAX-EWR,null,10:20 a.m.,null,6:34 p.m.,null
