,tid,attribute,correct_val
8300,1383,sched_dep_time,11:55 p.m.
8301,1383,act_dep_time,11:55 p.m.
8302,1383,sched_arr_time,5:50 a.m.
8303,1383,act_arr_time,5:50 a.m.
8304,1384,src,orbitz
8305,1384,flight,UA-233-LAX-JFK
8306,1384,sched_dep_time,4:25 p.m.
8307,1384,act_dep_time,4:25 p.m.
8308,1384,sched_arr_time,12:29 a.m.
8309,1384,act_arr_time,12:29 a.m.
8310,1385,src,orbitz
8311,1385,flight,AA-3823-LAX-DEN
8312,1385,sched_dep_time,9:00 p.m.
8313,1385,act_dep_time,9:00 p.m.
8314,1385,sched_arr_time,12:15 a.m.
8315,1385,act_arr_time,12:15 a.m.
8316,1386,src,orbitz
8317,1386,flight,AA-2312-DFW-DTW
8318,1386,sched_dep_time,8:25 p.m.
8319,1386,act_dep_time,8:25 p.m.
8320,1386,sched_arr_time,11:50 p.m.
8321,1386,act_arr_time,11:50 p.m.
8322,1387,src,orbitz
8323,1387,flight,AA-1165-JFK-MIA
8324,1387,sched_dep_time,6:59 a.m.
8325,1387,act_dep_time,7:22 a.m.
8326,1387,sched_arr_time,10:34 a.m.
8327,1387,act_arr_time,10:04 a.m.
8328,1388,src,orbitz
8329,1388,flight,AA-431-MIA-SFO
8330,1388,sched_dep_time,8:35 a.m.
8331,1388,act_dep_time,8:51 a.m.
8332,1388,sched_arr_time,11:50 a.m.
8333,1388,act_arr_time,11:44 a.m.
8334,1389,src,orbitz
8335,1389,flight,AA-649-ORD-SNA
8336,1389,sched_dep_time,1:30 p.m.
8337,1389,act_dep_time,1:30 p.m.
8338,1389,sched_arr_time,3:50 p.m.
8339,1389,act_arr_time,3:50 p.m.
8340,1390,src,orbitz
8341,1390,flight,CO-1250-MIA-IAH
8342,1390,sched_dep_time,2:53 p.m.
8343,1390,act_dep_time,3:01 p.m.
8344,1390,sched_arr_time,4:48 p.m.
8345,1390,act_arr_time,4:59 p.m.
8346,1391,src,orbitz
8347,1391,flight,UA-6273-YYC-SFO
8348,1391,sched_dep_time,7:35 a.m.
8349,1391,act_dep_time,7:27 a.m.
8350,1391,sched_arr_time,9:43 a.m.
8351,1391,act_arr_time,8:45 a.m.
8352,1392,src,orbitz
8353,1392,flight,UA-828-SFO-ORD
8354,1392,sched_dep_time,11:08 p.m.
8355,1392,act_dep_time,11:08 p.m.
8356,1392,sched_arr_time,5:11 a.m.
8357,1392,act_arr_time,5:11 a.m.
8358,1393,src,orbitz
8359,1393,flight,CO-4888-IAH-DAL
8360,1393,sched_dep_time,5:30 p.m.
8361,1393,act_dep_time,5:30 p.m.
8362,1393,sched_arr_time,6:40 p.m.
8363,1393,act_arr_time,6:40 p.m.
8364,1394,src,orbitz
8365,1394,flight,UA-858-PVG-SFO
8366,1394,sched_dep_time,1:45 p.m.
8367,1394,act_dep_time,1:32 p.m.
8368,1394,sched_arr_time,8:27 a.m.
8369,1394,act_arr_time,8:02 a.m.
8370,1395,src,orbitz
8371,1395,flight,UA-2704-DTW-PHX
8372,1395,sched_dep_time,11:15 a.m.
8373,1395,act_dep_time,11:15 a.m.
8374,1395,sched_arr_time,1:40 p.m.
8375,1395,act_arr_time,2:00 p.m.
8376,1396,src,orbitz
8377,1396,flight,AA-3063-SLC-LAX
8378,1396,sched_dep_time,8:20 p.m.
8379,1396,act_dep_time,8:39 p.m.
8380,1396,sched_arr_time,9:20 p.m.
8381,1396,act_arr_time,9:20 p.m.
8382,1397,src,orbitz
8383,1397,flight,UA-2708-EWR-CLT
8384,1397,sched_dep_time,2:55 p.m.
8385,1397,act_dep_time,2:55 p.m.
8386,1397,sched_arr_time,4:53 p.m.
8387,1397,act_arr_time,4:44 p.m.
8388,1398,src,orbitz
8389,1398,flight,UA-62-IAH-EWR
8390,1398,sched_dep_time,2:30 p.m.
8391,1398,act_dep_time,2:48 p.m.
8392,1398,sched_arr_time,7:03 p.m.
8393,1398,act_arr_time,7:10 p.m.
8394,1399,src,orbitz
8395,1399,flight,UA-1500-IAH-GUA
8396,1399,sched_dep_time,8:55 a.m.
8397,1399,act_dep_time,9:16 a.m.
8398,1399,sched_arr_time,11:45 a.m.
8399,1399,act_arr_time,11:56 a.m.
8400,1400,src,orbitz
8401,1400,flight,AA-3804-PHL-ORD
8402,1400,sched_dep_time,2:35 p.m.
8403,1400,act_dep_time,2:44 p.m.
8404,1400,sched_arr_time,4:05 p.m.
8405,1400,act_arr_time,3:43 p.m.
8406,1401,src,orbitz
8407,1401,flight,AA-1917-JFK-MCO
8408,1401,sched_dep_time,2:55 p.m.
8409,1401,act_dep_time,3:27 p.m.
8410,1401,sched_arr_time,5:55 p.m.
8411,1401,act_arr_time,5:43 p.m.
8412,1402,src,orbitz
8413,1402,flight,AA-2268-PHX-ORD
8414,1402,sched_dep_time,7:15 a.m.
8415,1402,act_dep_time,7:22 a.m.
8416,1402,sched_arr_time,11:35 a.m.
8417,1402,act_arr_time,11:06 a.m.
8418,1403,src,orbitz
8419,1403,flight,AA-4277-CVG-JFK
8420,1403,sched_dep_time,12:10 p.m.
8421,1403,act_dep_time,12:10 p.m.
8422,1403,sched_arr_time,2:15 p.m.
8423,1403,act_arr_time,1:43 p.m.
8424,1404,src,orbitz
8425,1404,flight,AA-2957-DFW-CVG
8426,1404,sched_dep_time,7:55 a.m.
8427,1404,act_dep_time,8:04 a.m.
8428,1404,sched_arr_time,11:05 a.m.
8429,1404,act_arr_time,11:01 a.m.
8430,1405,src,orbitz
8431,1405,flight,UA-37-EDI-EWR
8432,1405,sched_dep_time,9:05 a.m.
8433,1405,act_dep_time,8:52 a.m.
8434,1405,sched_arr_time,11:53 a.m.
8435,1405,act_arr_time,12:09 p.m.
8436,1406,src,orbitz
8437,1406,flight,AA-789-ORD-DEN
8438,1406,sched_dep_time,1:05 p.m.
8439,1406,act_dep_time,1:19 p.m.
8440,1406,sched_arr_time,2:35 p.m.
8441,1406,act_arr_time,3:13 p.m.
8442,1407,src,orbitz
8443,1407,flight,AA-415-BOS-ORD
8444,1407,sched_dep_time,8:35 a.m.
8445,1407,act_dep_time,8:56 a.m.
8446,1407,sched_arr_time,10:40 a.m.
8447,1407,act_arr_time,10:16 a.m.
8448,1408,src,orbitz
8449,1408,flight,AA-85-JFK-SFO
8450,1408,sched_dep_time,3:05 p.m.
8451,1408,act_dep_time,3:36 p.m.
8452,1408,sched_arr_time,6:30 p.m.
8453,1408,act_arr_time,6:43 p.m.
8454,1409,src,orbitz
8455,1409,flight,AA-3979-CVG-ORD
8456,1409,sched_dep_time,7:30 a.m.
8457,1409,act_dep_time,8:04 a.m.
8458,1409,sched_arr_time,8:00 a.m.
8459,1409,act_arr_time,8:06 a.m.
8460,1410,src,orbitz
8461,1410,flight,AA-1544-SAN-ORD
8462,1410,sched_dep_time,11:25 a.m.
8463,1410,act_dep_time,11:40 a.m.
8464,1410,sched_arr_time,5:25 p.m.
8465,1410,act_arr_time,4:56 p.m.
8466,1411,src,orbitz
8467,1411,flight,AA-3786-IAH-ORD
8468,1411,sched_dep_time,4:00 p.m.
8469,1411,act_dep_time,4:12 p.m.
8470,1411,sched_arr_time,6:40 p.m.
8471,1411,act_arr_time,6:15 p.m.
8472,1412,src,orbitz
8473,1412,flight,AA-271-MIA-LAX
8474,1412,sched_dep_time,11:35 a.m.
8475,1412,act_dep_time,11:52 a.m.
8476,1412,sched_arr_time,2:25 p.m.
8477,1412,act_arr_time,2:27 p.m.
8478,1413,src,orbitz
8479,1413,flight,AA-2525-DFW-MIA
8480,1413,sched_dep_time,7:25 a.m.
8481,1413,act_dep_time,7:39 a.m.
8482,1413,sched_arr_time,11:10 a.m.
8483,1413,act_arr_time,11:06 a.m.
8484,1414,src,orbitz
8485,1414,flight,CO-50-CLE-EWR
8486,1414,sched_dep_time,2:55 p.m.
8487,1414,act_dep_time,3:31 p.m.
8488,1414,sched_arr_time,4:49 p.m.
8489,1414,act_arr_time,5:26 p.m.
8490,1415,src,orbitz
8491,1415,flight,UA-3099-PHX-PHL
8492,1415,sched_dep_time,11:55 a.m.
8493,1415,act_dep_time,11:55 a.m.
8494,1415,sched_arr_time,6:17 p.m.
8495,1415,act_arr_time,5:38 p.m.
8496,1416,src,orbitz
8497,1416,flight,AA-4198-ORD-CLE
8498,1416,sched_dep_time,10:40 a.m.
8499,1416,act_dep_time,10:54 a.m.
8500,1416,sched_arr_time,12:55 p.m.
8501,1416,act_arr_time,12:50 p.m.
8502,1417,src,orbitz
8503,1417,flight,AA-404-MIA-MCO
8504,1417,sched_dep_time,6:45 a.m.
8505,1417,act_dep_time,6:57 a.m.
8506,1417,sched_arr_time,7:45 a.m.
8507,1417,act_arr_time,7:40 a.m.
8508,1418,src,orbitz
8509,1418,flight,CO-45-EWR-MIA
8510,1418,sched_dep_time,4:00 p.m.
8511,1418,act_dep_time,3:58 p.m.
8512,1418,sched_arr_time,7:05 p.m.
8513,1418,act_arr_time,6:36 p.m.
8514,1419,src,orbitz
8515,1419,flight,AA-3809-PHX-LAX
8516,1419,sched_dep_time,6:00 a.m.
8517,1419,act_dep_time,6:10 a.m.
8518,1419,sched_arr_time,6:40 a.m.
8519,1419,act_arr_time,6:19 a.m.
8520,1420,src,orbitz
8521,1420,flight,AA-59-JFK-SFO
8522,1420,sched_dep_time,7:10 a.m.
8523,1420,act_dep_time,7:39 a.m.
8524,1420,sched_arr_time,10:45 a.m.
8525,1420,act_arr_time,11:12 a.m.
8526,1421,src,orbitz
8527,1421,flight,AA-222-LAX-BOS
8528,1421,sched_dep_time,7:10 a.m.
8529,1421,act_dep_time,7:31 a.m.
8530,1421,sched_arr_time,3:30 p.m.
8531,1421,act_arr_time,3:14 p.m.
8532,1422,src,phl
8533,1422,flight,AA-446-DFW-PHL
8534,1422,sched_dep_time,11:50 a.m.
8535,1422,act_dep_time,12:12 p.m.
8536,1422,sched_arr_time,3:50 p.m.
8537,1422,act_arr_time,4:09 p.m.
8538,1423,src,phl
8539,1423,flight,UA-3373-IAD-PHL
8540,1423,sched_dep_time,8:29 a.m.
8541,1423,act_dep_time,8:26 a.m.
8542,1423,sched_arr_time,9:24 a.m.
8543,1423,act_arr_time,9:13 a.m.
8544,1424,src,phl
8545,1424,flight,AA-3804-PHL-ORD
8546,1424,sched_dep_time,2:35 p.m.
8547,1424,act_dep_time,2:44 p.m.
8548,1424,sched_arr_time,4:05 p.m.
8549,1424,act_arr_time,3:43 p.m.
8550,1425,src,phl
8551,1425,flight,UA-664-ORD-PHL
8552,1425,sched_dep_time,1:33 p.m.
8553,1425,act_dep_time,1:31 p.m.
8554,1425,sched_arr_time,4:31 p.m.
8555,1425,act_arr_time,4:23 p.m.
8556,1426,src,CO
8557,1426,flight,CO-1586-IAH-MCO
8558,1426,sched_dep_time,7:00 p.m.
8559,1426,act_dep_time,7:14 p.m.
8560,1426,sched_arr_time,10:15 p.m.
8561,1426,act_arr_time,10:29 p.m.
8562,1427,src,CO
8563,1427,flight,CO-52-IAH-LAX
8564,1427,sched_dep_time,7:35 a.m.
8565,1427,act_dep_time,7:29 a.m.
8566,1427,sched_arr_time,9:21 a.m.
8567,1427,act_arr_time,9:14 a.m.
8568,1428,src,CO
8569,1428,flight,CO-1023-IAH-DEN
8570,1428,sched_dep_time,11:40 a.m.
8571,1428,act_dep_time,11:56 a.m.
8572,1428,sched_arr_time,1:17 p.m.
8573,1428,act_arr_time,1:14 p.m.
8574,1429,src,CO
8575,1429,flight,CO-89-IAH-EWR
8576,1429,sched_dep_time,6:00 a.m.
8577,1429,act_dep_time,6:02 a.m.
8578,1429,sched_arr_time,10:20 a.m.
8579,1429,act_arr_time,10:27 a.m.
8580,1430,src,CO
8581,1430,flight,CO-1694-LAX-IAH
8582,1430,sched_dep_time,7:15 p.m.
8583,1430,act_dep_time,7:15 p.m.
8584,1430,sched_arr_time,12:21 a.m.
8585,1430,act_arr_time,12:21 a.m.
8586,1431,src,CO
8587,1431,flight,CO-1614-LAX-IAH
8588,1431,sched_dep_time,12:30 a.m.
8589,1431,act_dep_time,12:41 a.m.
8590,1431,sched_arr_time,5:35 a.m.
8591,1431,act_arr_time,5:26 a.m.
8592,1432,src,CO
8593,1432,flight,CO-1088-CLE-IAH
8594,1432,sched_dep_time,8:40 a.m.
8595,1432,act_dep_time,8:40 a.m.
8596,1432,sched_arr_time,10:54 a.m.
8597,1432,act_arr_time,10:56 a.m.
8598,1433,src,CO
8599,1433,flight,CO-58-DEN-IAH
8600,1433,sched_dep_time,11:25 a.m.
8601,1433,act_dep_time,11:32 a.m.
8602,1433,sched_arr_time,2:50 p.m.
8603,1433,act_arr_time,3:31 p.m.
8604,1434,src,CO
8605,1434,flight,CO-50-CLE-EWR
8606,1434,sched_dep_time,2:55 p.m.
8607,1434,act_dep_time,3:31 p.m.
8608,1434,sched_arr_time,4:49 p.m.
8609,1434,act_arr_time,5:26 p.m.
8610,1435,src,CO
8611,1435,flight,CO-62-IAH-EWR
8612,1435,sched_dep_time,2:30 p.m.
8613,1435,act_dep_time,2:48 p.m.
8614,1435,sched_arr_time,7:03 p.m.
8615,1435,act_arr_time,7:10 p.m.
8616,1436,src,CO
8617,1436,flight,CO-1193-EWR-MCO
8618,1436,sched_dep_time,9:15 a.m.
8619,1436,act_dep_time,9:14 a.m.
8620,1436,sched_arr_time,12:18 p.m.
8621,1436,act_arr_time,12:09 p.m.
8622,1437,src,CO
8623,1437,flight,CO-16-LAX-EWR
8624,1437,sched_dep_time,10:25 a.m.
8625,1437,act_dep_time,10:20 a.m.
8626,1437,sched_arr_time,6:44 p.m.
8627,1437,act_arr_time,6:34 p.m.
8628,1438,src,CO
8629,1438,flight,CO-1090-BOS-IAH
8630,1438,sched_dep_time,9:45 a.m.
8631,1438,act_dep_time,10:19 a.m.
8632,1438,sched_arr_time,1:16 p.m.
8633,1438,act_arr_time,1:19 p.m.
8634,1439,src,CO
8635,1439,flight,CO-1250-MIA-IAH
8636,1439,sched_dep_time,2:53 p.m.
8637,1439,act_dep_time,3:01 p.m.
8638,1439,sched_arr_time,4:48 p.m.
8639,1439,act_arr_time,4:59 p.m.
8640,1440,src,CO
8641,1440,flight,CO-47-IAH-LAX
8642,1440,sched_dep_time,7:10 p.m.
8643,1440,act_dep_time,8:25 p.m.
8644,1440,sched_arr_time,8:56 p.m.
8645,1440,act_arr_time,9:52 p.m.
8646,1441,src,CO
8647,1441,flight,CO-4888-IAH-DAL
8648,1441,sched_dep_time,5:30 p.m.
8649,1441,act_dep_time,5:30 p.m.
8650,1441,sched_arr_time,6:40 p.m.
8651,1441,act_arr_time,6:40 p.m.
8652,1442,src,CO
8653,1442,flight,CO-45-EWR-MIA
8654,1442,sched_dep_time,4:00 p.m.
8655,1442,act_dep_time,3:58 p.m.
8656,1442,sched_arr_time,7:05 p.m.
8657,1442,act_arr_time,6:36 p.m.
8658,1443,src,CO
8659,1443,flight,CO-63-EWR-IAH
8660,1443,sched_dep_time,5:25 p.m.
8661,1443,act_dep_time,5:22 p.m.
8662,1443,sched_arr_time,8:22 p.m.
8663,1443,act_arr_time,8:03 p.m.
8664,1444,src,CO
8665,1444,flight,CO-1561-PHX-IAH
8666,1444,sched_dep_time,8:05 a.m.
8667,1444,act_dep_time,8:00 a.m.
8668,1444,sched_arr_time,11:35 a.m.
8669,1444,act_arr_time,11:32 a.m.
8670,1445,src,ifly
8671,1445,flight,AA-3842-MSP-ORD
8672,1445,sched_dep_time,6:00 a.m.
8673,1445,act_dep_time,6:56 a.m.
8674,1445,sched_arr_time,7:30 a.m.
8675,1445,act_arr_time,7:51 a.m.
8676,1446,src,ifly
8677,1446,flight,AA-3804-PHL-ORD
8678,1446,sched_dep_time,2:35 p.m.
8679,1446,act_dep_time,2:44 p.m.
8680,1446,sched_arr_time,4:05 p.m.
8681,1446,act_arr_time,3:43 p.m.
8682,1447,src,ifly
8683,1447,flight,CO-1090-BOS-IAH
8684,1447,sched_dep_time,9:45 a.m.
8685,1447,act_dep_time,10:19 a.m.
8686,1447,sched_arr_time,1:16 p.m.
8687,1447,act_arr_time,1:19 p.m.
8688,1448,src,ifly
8689,1448,flight,AA-1917-JFK-MCO
8690,1448,sched_dep_time,2:55 p.m.
8691,1448,act_dep_time,3:27 p.m.
8692,1448,sched_arr_time,5:55 p.m.
8693,1448,act_arr_time,5:43 p.m.
8694,1449,src,ifly
8695,1449,flight,UA-2906-PHL-MCO
8696,1449,sched_dep_time,3:50 p.m.
8697,1449,act_dep_time,4:28 p.m.
8698,1449,sched_arr_time,6:23 p.m.
8699,1449,act_arr_time,6:38 p.m.
8700,1450,src,ifly
8701,1450,flight,CO-89-IAH-EWR
8702,1450,sched_dep_time,6:00 a.m.
8703,1450,act_dep_time,6:02 a.m.
8704,1450,sched_arr_time,10:20 a.m.
8705,1450,act_arr_time,10:27 a.m.
8706,1451,src,ifly
8707,1451,flight,UA-938-DEN-ORD
8708,1451,sched_dep_time,4:16 p.m.
8709,1451,act_dep_time,4:15 p.m.
8710,1451,sched_arr_time,7:35 p.m.
8711,1451,act_arr_time,7:36 p.m.
8712,1452,src,ifly
8713,1452,flight,UA-3925-IAD-ORF
8714,1452,sched_dep_time,8:41 a.m.
8715,1452,act_dep_time,8:42 a.m.
8716,1452,sched_arr_time,9:54 a.m.
8717,1452,act_arr_time,9:43 a.m.
8718,1453,src,ifly
8719,1453,flight,AA-789-ORD-DEN
8720,1453,sched_dep_time,1:05 p.m.
8721,1453,act_dep_time,1:19 p.m.
8722,1453,sched_arr_time,2:35 p.m.
8723,1453,act_arr_time,3:13 p.m.
8724,1454,src,ifly
8725,1454,flight,AA-1434-DFW-MCO
8726,1454,sched_dep_time,7:15 a.m.
8727,1454,act_dep_time,7:21 a.m.
8728,1454,sched_arr_time,10:35 a.m.
8729,1454,act_arr_time,10:36 a.m.
8730,1455,src,ifly
8731,1455,flight,UA-664-ORD-PHL
8732,1455,sched_dep_time,1:33 p.m.
8733,1455,act_dep_time,1:31 p.m.
8734,1455,sched_arr_time,4:31 p.m.
8735,1455,act_arr_time,4:23 p.m.
8736,1456,src,ifly
8737,1456,flight,AA-3756-ORD-SLC
8738,1456,sched_dep_time,12:15 p.m.
8739,1456,act_dep_time,12:41 p.m.
8740,1456,sched_arr_time,2:45 p.m.
8741,1456,act_arr_time,2:50 p.m.
8742,1457,src,ifly
8743,1457,flight,CO-1614-LAX-IAH
8744,1457,sched_dep_time,12:30 a.m.
8745,1457,act_dep_time,12:41 a.m.
8746,1457,sched_arr_time,5:35 a.m.
8747,1457,act_arr_time,5:26 a.m.
8748,1458,src,ifly
8749,1458,flight,CO-58-DEN-IAH
8750,1458,sched_dep_time,11:25 a.m.
8751,1458,act_dep_time,11:32 a.m.
8752,1458,sched_arr_time,2:50 p.m.
8753,1458,act_arr_time,3:31 p.m.
8754,1459,src,ifly
8755,1459,flight,UA-233-LAX-JFK
8756,1459,sched_dep_time,4:25 p.m.
8757,1459,act_dep_time,4:25 p.m.
8758,1459,sched_arr_time,12:29 a.m.
8759,1459,act_arr_time,12:29 a.m.
8760,1460,src,ifly
8761,1460,flight,AA-3979-CVG-ORD
8762,1460,sched_dep_time,7:30 a.m.
8763,1460,act_dep_time,8:04 a.m.
8764,1460,sched_arr_time,8:00 a.m.
8765,1460,act_arr_time,8:06 a.m.
8766,1461,src,ifly
8767,1461,flight,AA-3823-LAX-DEN
8768,1461,sched_dep_time,9:00 p.m.
8769,1461,act_dep_time,9:00 p.m.
8770,1461,sched_arr_time,12:15 a.m.
8771,1461,act_arr_time,12:15 a.m.
8772,1462,src,ifly
8773,1462,flight,AA-3786-IAH-ORD
8774,1462,sched_dep_time,4:00 p.m.
8775,1462,act_dep_time,4:12 p.m.
8776,1462,sched_arr_time,6:40 p.m.
8777,1462,act_arr_time,6:15 p.m.
8778,1463,src,ifly
8779,1463,flight,AA-431-MIA-SFO
8780,1463,sched_dep_time,8:35 a.m.
8781,1463,act_dep_time,8:51 a.m.
8782,1463,sched_arr_time,11:50 a.m.
8783,1463,act_arr_time,11:44 a.m.
8784,1464,src,ifly
8785,1464,flight,AA-1733-ORD-PHX
8786,1464,sched_dep_time,7:45 p.m.
8787,1464,act_dep_time,7:58 p.m.
8788,1464,sched_arr_time,10:30 p.m.
8789,1464,act_arr_time,10:30 p.m.
8790,1465,src,ifly
8791,1465,flight,UA-3373-IAD-PHL
8792,1465,sched_dep_time,8:29 a.m.
8793,1465,act_dep_time,8:26 a.m.
8794,1465,sched_arr_time,9:24 a.m.
8795,1465,act_arr_time,9:13 a.m.
8796,1466,src,ifly
8797,1466,flight,UA-3099-PHX-PHL
8798,1466,sched_dep_time,11:55 a.m.
8799,1466,act_dep_time,11:55 a.m.
8800,1466,sched_arr_time,6:17 p.m.
8801,1466,act_arr_time,5:38 p.m.
8802,1467,src,ifly
8803,1467,flight,UA-2314-ATL-PHL
8804,1467,sched_dep_time,2:55 p.m.
8805,1467,act_dep_time,2:55 p.m.
8806,1467,sched_arr_time,5:00 p.m.
8807,1467,act_arr_time,4:47 p.m.
8808,1468,src,ifly
8809,1468,flight,CO-16-LAX-EWR
8810,1468,sched_dep_time,10:25 a.m.
8811,1468,act_dep_time,10:20 a.m.
8812,1468,sched_arr_time,6:44 p.m.
8813,1468,act_arr_time,6:34 p.m.
8814,1469,src,ifly
8815,1469,flight,CO-1250-MIA-IAH
8816,1469,sched_dep_time,2:53 p.m.
8817,1469,act_dep_time,3:01 p.m.
8818,1469,sched_arr_time,4:48 p.m.
8819,1469,act_arr_time,4:59 p.m.
8820,1470,src,ifly
8821,1470,flight,AA-3468-CVG-MIA
8822,1470,sched_dep_time,7:00 a.m.
8823,1470,act_dep_time,7:25 a.m.
8824,1470,sched_arr_time,9:55 a.m.
8825,1470,act_arr_time,9:45 a.m.
8826,1471,src,ifly
8827,1471,flight,AA-2050-ORD-MIA
8828,1471,sched_dep_time,10:40 a.m.
8829,1471,act_dep_time,11:05 a.m.
8830,1471,sched_arr_time,2:45 p.m.
8831,1471,act_arr_time,2:46 p.m.
8832,1472,src,ifly
8833,1472,flight,AA-415-BOS-ORD
8834,1472,sched_dep_time,8:35 a.m.
8835,1472,act_dep_time,8:56 a.m.
8836,1472,sched_arr_time,10:40 a.m.
8837,1472,act_arr_time,10:16 a.m.
8838,1473,src,ifly
8839,1473,flight,AA-3063-SLC-LAX
8840,1473,sched_dep_time,8:20 p.m.
8841,1473,act_dep_time,8:39 p.m.
8842,1473,sched_arr_time,9:20 p.m.
8843,1473,act_arr_time,9:20 p.m.
8844,1474,src,ifly
8845,1474,flight,AA-3809-PHX-LAX
8846,1474,sched_dep_time,6:00 a.m.
8847,1474,act_dep_time,6:10 a.m.
8848,1474,sched_arr_time,6:40 a.m.
8849,1474,act_arr_time,6:19 a.m.
8850,1475,src,ifly
8851,1475,flight,AA-59-JFK-SFO
8852,1475,sched_dep_time,7:10 a.m.
8853,1475,act_dep_time,7:39 a.m.
8854,1475,sched_arr_time,10:45 a.m.
8855,1475,act_arr_time,11:12 a.m.
8856,1476,src,ifly
8857,1476,flight,UA-62-IAH-EWR
8858,1476,sched_dep_time,2:30 p.m.
8859,1476,act_dep_time,2:48 p.m.
8860,1476,sched_arr_time,7:03 p.m.
8861,1476,act_arr_time,7:10 p.m.
8862,1477,src,ifly
8863,1477,flight,AA-616-DFW-DTW
8864,1477,sched_dep_time,9:05 a.m.
8865,1477,act_dep_time,10:10 a.m.
8866,1477,sched_arr_time,12:35 p.m.
8867,1477,act_arr_time,1:27 p.m.
8868,1478,src,ifly
8869,1478,flight,AA-3-JFK-LAX
8870,1478,sched_dep_time,12:00 p.m.
8871,1478,act_dep_time,12:11 p.m.
8872,1478,sched_arr_time,3:15 p.m.
8873,1478,act_arr_time,3:16 p.m.
8874,1479,src,ifly
8875,1479,flight,CO-1694-LAX-IAH
8876,1479,sched_dep_time,7:15 p.m.
8877,1479,act_dep_time,7:15 p.m.
8878,1479,sched_arr_time,12:21 a.m.
8879,1479,act_arr_time,12:21 a.m.
8880,1480,src,ifly
8881,1480,flight,AA-446-DFW-PHL
8882,1480,sched_dep_time,11:50 a.m.
8883,1480,act_dep_time,12:12 p.m.
8884,1480,sched_arr_time,3:50 p.m.
8885,1480,act_arr_time,4:09 p.m.
8886,1481,src,sfo
8887,1481,flight,UA-397-JFK-SFO
8888,1481,sched_dep_time,8:00 a.m.
8889,1481,act_dep_time,8:29 a.m.
8890,1481,sched_arr_time,11:55 a.m.
8891,1481,act_arr_time,11:58 a.m.
8892,1482,src,sfo
8893,1482,flight,AA-85-JFK-SFO
8894,1482,sched_dep_time,3:05 p.m.
8895,1482,act_dep_time,3:36 p.m.
8896,1482,sched_arr_time,6:30 p.m.
8897,1482,act_arr_time,6:43 p.m.
8898,1483,src,sfo
8899,1483,flight,AA-431-MIA-SFO
8900,1483,sched_dep_time,8:35 a.m.
8901,1483,act_dep_time,8:51 a.m.
8902,1483,sched_arr_time,11:50 a.m.
8903,1483,act_arr_time,11:44 a.m.
8904,1484,src,sfo
8905,1484,flight,AA-59-JFK-SFO
8906,1484,sched_dep_time,7:10 a.m.
8907,1484,act_dep_time,7:39 a.m.
8908,1484,sched_arr_time,10:45 a.m.
8909,1484,act_arr_time,11:12 a.m.
8910,1485,src,sfo
8911,1485,flight,UA-257-JFK-SFO
8912,1485,sched_dep_time,2:30 p.m.
8913,1485,act_dep_time,2:26 p.m.
8914,1485,sched_arr_time,6:15 p.m.
8915,1485,act_arr_time,5:42 p.m.
8916,1486,src,sfo
8917,1486,flight,UA-414-LAX-SFO
8918,1486,sched_dep_time,6:00 a.m.
8919,1486,act_dep_time,5:56 a.m.
8920,1486,sched_arr_time,7:23 a.m.
8921,1486,act_arr_time,7:17 a.m.
8922,1487,src,flytecomm
8923,1487,flight,AA-3859-IAH-ORD
8924,1487,sched_dep_time,7:10 a.m.
8925,1487,act_dep_time,7:16 a.m.
8926,1487,sched_arr_time,9:40 a.m.
8927,1487,act_arr_time,9:32 a.m.
8928,1488,src,flytecomm
8929,1488,flight,CO-1586-IAH-MCO
8930,1488,sched_dep_time,7:00 p.m.
8931,1488,act_dep_time,7:14 p.m.
8932,1488,sched_arr_time,10:15 p.m.
8933,1488,act_arr_time,10:29 p.m.
8934,1489,src,flytecomm
8935,1489,flight,AA-518-MIA-JFK
8936,1489,sched_dep_time,6:40 a.m.
8937,1489,act_dep_time,6:54 a.m.
8938,1489,sched_arr_time,9:25 a.m.
8939,1489,act_arr_time,9:28 a.m.
8940,1490,src,flytecomm
8941,1490,flight,UA-397-JFK-SFO
8942,1490,sched_dep_time,8:00 a.m.
8943,1490,act_dep_time,8:29 a.m.
8944,1490,sched_arr_time,11:55 a.m.
8945,1490,act_arr_time,11:58 a.m.
8946,1491,src,flytecomm
8947,1491,flight,UA-3925-IAD-ORF
8948,1491,sched_dep_time,8:41 a.m.
8949,1491,act_dep_time,8:42 a.m.
8950,1491,sched_arr_time,9:54 a.m.
8951,1491,act_arr_time,9:43 a.m.
8952,1492,src,flytecomm
8953,1492,flight,AA-1733-ORD-PHX
8954,1492,sched_dep_time,7:45 p.m.
8955,1492,act_dep_time,7:58 p.m.
8956,1492,sched_arr_time,10:30 p.m.
8957,1492,act_arr_time,10:30 p.m.
8958,1493,src,flytecomm
8959,1493,flight,UA-2830-MCO-CLT
8960,1493,sched_dep_time,3:27 p.m.
8961,1493,act_dep_time,3:27 p.m.
8962,1493,sched_arr_time,5:05 p.m.
8963,1493,act_arr_time,5:17 p.m.
8964,1494,src,flytecomm
8965,1494,flight,CO-58-DEN-IAH
8966,1494,sched_dep_time,11:25 a.m.
8967,1494,act_dep_time,11:32 a.m.
8968,1494,sched_arr_time,2:50 p.m.
8969,1494,act_arr_time,3:31 p.m.
8970,1495,src,flytecomm
8971,1495,flight,AA-1544-SAN-ORD
