ounces,abv,brewery_id,brewery_name,city,state,Label
16.0 oz.,0.08%,172,Fiddlehead Brewing Company,Shelburne,VT,
16.0 oz.,0.082,172,Fiddlehead Brewing Company,Shelburne,VT,
16.0 oz.,0.06%,172,Fiddlehead Brewing Company,Shelburne,VT,
12.0 oz.,0.045,36,Figueroa Mountain Brewing Company,Buellton,CA,
12.0 oz.,0.06%,36,Figueroa Mountain Brewing Company,Buellton,CA,
12.0 oz.,0.048,36,Figueroa Mountain Brewing Company,Buellton CA,,
16.0 oz.,0.09%,256,Finch's Beer Company,Chicago,IL,
16.0 ounce,0.08,256,Finch's Beer Company,Chicago,IL,
16.0 oz.,0.086,256,Finch's Beer Company,Chicago,IL,
16.0 ounce,0.05,256,Finch's Beer Company,Chicago,IL,
16.0 oz.,0.05%,256,Finch's Beer Company,Chicago,IL,
16.0 oz. Alumi-Tek,0.08%,256,Finch's Beer Company,Chicago,IL,
16.0 ounce,0.055,256,Finch's Beer Company,Chicago,IL,
16.0 ounce,0.075,256,Finch's Beer Company,Chicago,IL,
16.0 oz,0.055,256,Finch's Beer Company,Chicago,IL,
16.0 oz,0.05%,256,Finch's Beer Company,Chicago,IL,
12.0 oz,0.045,48,Firestone Walker Brewing Company,Paso Robles,CA,
12.0 oz.,0.075,48,Firestone Walker Brewing Company,Paso Robles CA,,
12.0 oz.,0.053,48,Firestone Walker Brewing Company,Paso Robles,CA,
12.0 oz,0.047,48,Firestone Walker Brewing Company,Paso Robles,CA,
12.0 oz,0.047,48,Firestone Walker Brewing Company,Paso Robles,CA,
16.0 oz.,0.065,16,Flat 12 Bierwerks,Indianapolis,IN,
16.0 ounce,0.05,16,Flat 12 Bierwerks,Indianapolis,IN,
16.0 ounce,0.06,16,Flat 12 Bierwerks,Indianapolis,IN,
12.0 ounce,,532,Flat Rock Brewing Company,Smithton,PA,
16.0 oz,0.06%,54,Flesk Brewing Company,Lombard,IL,
12.0 ounce,0.07%,521,Flying Dog Brewery,Frederick,MD,
12.0 oz.,0.047,521,Flying Dog Brewery,Frederick,MD,
12.0 oz.,0.04,50,Flying Mouse Brewery,Troutville,VA,
12.0 ounce,0.07,50,Flying Mouse Brewery,Troutville,VA,
12.0 oz. Alumi-Tek,0.078,279,Foolproof Brewing Company,Pawtucket,RI,
12.0 oz,0.06%,279,Foolproof Brewing Company,Pawtucket,RI,
12.0 ounce,0.07%,279,Foolproof Brewing Company,Pawtucket,RI,
12.0 oz,0.045,279,Foolproof Brewing Company,Pawtucket,RI,
12.0 oz.,0.05,217,Forgotten Boardwalk,Cherry Hill,NJ,
12.0 oz.,0.069,217,Forgotten Boardwalk,Cherry Hill,NJ,
12.0 oz.,0.05%,206,Fort George Brewery,Astoria,OR,
12.0 ounce,0.06%,206,Fort George Brewery,Astoria,OR,
16.0 oz.,0.045,206,Fort George Brewery,Astoria,OR,
16.0 oz.,0.065,206,Fort George Brewery,Astoria,OR,
16.0 oz.,0.062,206,Fort George Brewery,Astoria,OR,
16.0 ounce,0.067,206,Fort George Brewery,Astoria,OR,
16.0 oz.,0.058,206,Fort George Brewery,Astoria,OR,
16.0 oz.,0.052,206,Fort George Brewery,Astoria,OR,
16.0 oz,0.055,206,Fort George Brewery,Astoria,OR,
16.0 ounce,0.088,206,Fort George Brewery,Astoria,OR,
16.0 oz,0.051,206,Fort George Brewery,Astoria,OR,
16.0 ounce,0.07%,206,Fort George Brewery,Astoria,OR,
12.0 oz.,,151,Fort Pitt Brewing Company,Latrobe PA,,
12.0 oz.,0.05%,4,Fort Point Beer Company,San Francisco,CA,
12.0 ounce,0.056,4,Fort Point Beer Company,San Francisco,CA,
12.0 oz,0.046,4,Fort Point Beer Company,San Francisco,CA,
12.0 oz,0.063,4,Fort Point Beer Company,San Francisco,CA,
12.0 ounce,0.085,15,Founders Brewing Company,Grand Rapids,MI,
12.0 oz.,0.072,15,Founders Brewing Company,Grand Rapids,MI,
12.0 oz.,0.047,15,Founders Brewing Company,Grand Rapids,MI,
12.0 oz,0.08%,287,Four Corners Brewing Company,Dallas,TX,
12.0 ounce,0.057,287,Four Corners Brewing Company,Dallas,TX,
12.0 oz,0.052,287,Four Corners Brewing Company,Dallas TX,,
16.0 oz,0.055,22,Four Fathers Brewing,Valparaiso,IN,
16.0 ounce,0.05,22,Four Fathers Brewing,Valparaiso,IN,
16.0 oz.,0.06,22,Four Fathers Brewing,Valparaiso,IN,
16.0 oz. Alumi-Tek,0.064,22,Four Fathers Brewing,Valparaiso,IN,
12.0 oz. Alumi-Tek,0.04%,348,Four Horsemen Brewing Company,South Bend,IN,
12.0 oz,0.052,160,Four Peaks Brewing Company,Tempe,AZ,
12.0 oz,0.06,160,Four Peaks Brewing Company,Tempe,AZ,
12.0 oz.,0.051,160,Four Peaks Brewing Company,Tempe,AZ,
12.0 oz.,0.042,160,Four Peaks Brewing Company,Tempe,AZ,
12.0 oz,0.067,160,Four Peaks Brewing Company,Tempe,AZ,
12.0 oz.,0.06,160,Four Peaks Brewing Company,Tempe,AZ,
12.0 oz,0.052,160,Four Peaks Brewing Company,Tempe,AZ,
12.0 ounce,0.06,105,Four String Brewing Company,Columbus,OH,
12.0 oz.,0.05%,105,Four String Brewing Company,Columbus,OH,
12.0 oz. Alumi-Tek,0.057,105,Four String Brewing Company,Columbus,OH,
12.0 ounce,0.07,105,Four String Brewing Company,Columbus,OH,
12.0 oz.,0.06%,253,Frankenmuth Brewery,Frankenmuth,MI,
12.0 oz. Alumi-Tek,0.069,253,Frankenmuth Brewery,Frankenmuth MI,,
12.0 ounce,0.055,253,Frankenmuth Brewery,Frankenmuth,MI,
12.0 oz. Alumi-Tek,0.053,66,Freetail Brewing Company,San Antonio,TX,
12.0 oz.,0.07%,66,Freetail Brewing Company,San Antonio,TX,
12.0 oz.,0.06,66,Freetail Brewing Company,San Antonio,TX,
12.0 oz.,0.042,66,Freetail Brewing Company,San Antonio,TX,
12.0 oz.,0.068,66,Freetail Brewing Company,San Antonio,TX,
12.0 ounce,0.042,66,Freetail Brewing Company,San Antonio,TX,
12.0 oz,0.059,66,Freetail Brewing Company,San Antonio,TX,
12.0 ounce,0.044,66,Freetail Brewing Company,San Antonio,TX,
12.0 ounce,0.04,460,Fremont Brewing Company,Seattle,WA,
12.0 oz,0.045,460,Fremont Brewing Company,Seattle,WA,
12.0 ounce,0.08,460,Fremont Brewing Company,Seattle,WA,
12.0 oz,0.07%,460,Fremont Brewing Company,Seattle,WA,
12.0 oz,0.065,460,Fremont Brewing Company,Seattle,WA,
12.0 oz.,0.06%,460,Fremont Brewing Company,Seattle,WA,
12.0 oz,0.07%,460,Fremont Brewing Company,Seattle,WA,
12.0 oz.,0.05%,433,French Broad Brewery,Asheville,NC,
12.0 oz,0.07%,433,French Broad Brewery,Asheville,NC,
12.0 oz.,0.05%,433,French Broad Brewery,Asheville,NC,
16.0 oz. Alumi-Tek,0.07%,180,Frog Level Brewing Company,Waynesville,NC,
12.0 OZ.,0.05%,347,Fullsteam Brewery,Durham,NC,
12.0 oz.,0.072,228,Geneva Lake Brewing Company,Lake Geneva WI,,
12.0 ounce,0.049,228,Geneva Lake Brewing Company,Lake Geneva,WI,
12.0 ounce,0.05,228,Geneva Lake Brewing Company,Lake Geneva,WI,
12.0 oz,0.067,106,Glabrous Brewing Company,Pineland ME,,
16.0 oz,0.072,240,Golden Road Brewing,Los Angeles CA,,
12.0 OZ.,0.06%,240,Golden Road Brewing,Los Angeles,CA,
16.0 oz.,0.074,240,Golden Road Brewing,Los Angeles,CA,
16.0 oz.,0.08,240,Golden Road Brewing,Los Angeles,CA,
16.0 oz,0.094,240,Golden Road Brewing,Los Angeles,CA,
16.0 oz.,0.06%,240,Golden Road Brewing,Los Angeles,CA,
16.0 ounce,0.046,240,Golden Road Brewing,Los Angeles,CA,
16.0 oz,0.068,240,Golden Road Brewing,Los Angeles CA,,
12.0 oz,0.06%,240,Golden Road Brewing,Los Angeles,CA,
16.0 oz,0.05,240,Golden Road Brewing,Los Angeles,CA,
16.0 oz.,0.055,240,Golden Road Brewing,Los Angeles,CA,
16.0 oz.,0.08,240,Golden Road Brewing,Los Angeles,CA,
16.0 oz.,0.08,240,Golden Road Brewing,Los Angeles,CA,
16.0 oz.,0.059,240,Golden Road Brewing,Los Angeles,CA,
16.0 ounce,0.05%,240,Golden Road Brewing,Los Angeles,CA,
16.0 ounce,0.07,39,Gonzo's BiggDogg Brewing,Kalamazoo,MI,
12.0 ounce,0.07,464,Good Life Brewing Company,Bend,OR,
12.0 oz.,0.06,464,Good Life Brewing Company,Bend,OR,
12.0 oz.,0.06%,478,Good People Brewing Company,Birmingham,AL,
12.0 oz,0.093,478,Good People Brewing Company,Birmingham,AL,
12.0 oz.,0.06,478,Good People Brewing Company,Birmingham,AL,
12.0 ounce,0.06,478,Good People Brewing Company,Birmingham,AL,
12.0 ounce,0.06%,478,Good People Brewing Company,Birmingham,AL,
12.0 OZ.,0.055,194,Goodlife Brewing Co.,Bend,OR,
12.0 oz.,0.059,196,Goose Island Brewery Company,Chicago,IL,
16.0 oz.,0.054,88,Goose Island Brewing Company,Chicago,IL,
12.0 oz.,0.05%,88,Goose Island Brewing Company,Chicago,IL,
16.0 oz,0.04%,88,Goose Island Brewing Company,Chicago,IL,
12.0 ounce,0.04%,88,Goose Island Brewing Company,Chicago IL,,
12.0 oz.,0.04%,88,Goose Island Brewing Company,Chicago,IL,
12.0 ounce,0.05%,420,Gore Range Brewery,Edwards,CO,
12.0 oz.,0.05,536,Grand Canyon Brewing Company,Williams,AZ,
12.0 oz.,0.05%,536,Grand Canyon Brewing Company,Williams,AZ,
12.0 oz. Silo Can,0.054,536,Grand Canyon Brewing Company,Williams,AZ,
12.0 oz.,,536,Grand Canyon Brewing Company,Williams,AZ,
12.0 oz.,0.043,213,Grapevine Craft Brewery,Farmers Branch,TX,
12.0 oz.,0.049,213,Grapevine Craft Brewery,Farmers Branch,TX,
12.0 oz.,0.055,213,Grapevine Craft Brewery,Farmers Branch,TX,
16.0 oz.,0.053,165,Great Crescent Brewery,Aurora,IN,
16.0 OZ.,0.057,165,Great Crescent Brewery,Aurora,IN,
16.0 oz,0.056,165,Great Crescent Brewery,Aurora,IN,
16.0 oz.,0.062,165,Great Crescent Brewery,Aurora,IN,
16.0 oz,0.057,165,Great Crescent Brewery,Aurora,IN,
16.0 oz.,0.053,165,Great Crescent Brewery,Aurora,IN,
16.0 oz.,0.056,165,Great Crescent Brewery,Aurora,IN,
16.0 oz.,0.06%,165,Great Crescent Brewery,Aurora,IN,
16.0 OZ.,0.045,165,Great Crescent Brewery,Aurora,IN,
16.0 oz.,0.057,165,Great Crescent Brewery,Aurora,IN,
16.0 oz.,0.06%,165,Great Crescent Brewery,Aurora,IN,
16.0 oz.,0.06%,165,Great Crescent Brewery,Aurora,IN,
16.0 oz,0.051,165,Great Crescent Brewery,Aurora IN,,
16.0 oz,0.075,165,Great Crescent Brewery,Aurora,IN,
16.0 oz,0.08,165,Great Crescent Brewery,Aurora,IN,
16.0 oz.,0.06%,165,Great Crescent Brewery,Aurora,IN,
16.0 oz,0.057,165,Great Crescent Brewery,Aurora,IN,
16.0 oz.,0.042,165,Great Crescent Brewery,Aurora,IN,
16.0 oz.,0.06%,165,Great Crescent Brewery,Aurora,IN,
16.0 oz,0.05%,165,Great Crescent Brewery,Aurora,IN,
12.0 oz,0.05,6,Great Divide Brewing Company,Denver,CO,
12.0 oz,0.087,6,Great Divide Brewing Company,Denver,CO,
12.0 oz.,0.06%,6,Great Divide Brewing Company,Denver,CO,
12.0 ounce,0.071,6,Great Divide Brewing Company,Denver,CO,
12.0 oz,0.08%,6,Great Divide Brewing Company,Denver CO,,
12.0 oz.,0.05,6,Great Divide Brewing Company,Denver,CO,
12.0 ounce,0.10%,6,Great Divide Brewing Company,Denver,CO,
12.0 OZ.,0.07%,6,Great Divide Brewing Company,Denver,CO,
12.0 oz.,0.071,6,Great Divide Brewing Company,Denver,CO,
24.0 oz.,0.05%,543,Great Northern Brewing Company,Whitefish,MT,
12.0 ounce,0.045,543,Great Northern Brewing Company,Whitefish,MT,
12.0 ounce,0.052,269,Great Raft Brewing Company,Shreveport,LA,
12.0 oz,0.052,269,Great Raft Brewing Company,Shreveport,LA,
12.0 oz,0.05,365,Great River Brewery,Davenport,IA,
16.0 ounce,0.07%,365,Great River Brewery,Davenport,IA,
12.0 ounce,0.048,365,Great River Brewery,Davenport,IA,
12.0 oz.,0.048,365,Great River Brewery,Davenport,IA,
12.0 oz.,0.05%,365,Great River Brewery,Davenport,IA,
16.0 ounce,0.05,365,Great River Brewery,Davenport,IA,
16.0 OZ.,0.06%,365,Great River Brewery,Davenport,IA,
16.0 oz.,0.055,365,Great River Brewery,Davenport,IA,
16.0 oz. Alumi-Tek,0.05%,365,Great River Brewery,Davenport,IA,
16.0 oz.,0.053,365,Great River Brewery,Davenport,IA,
16.0 oz.,0.09%,365,Great River Brewery,Davenport,IA,
16.0 ounce,0.07,365,Great River Brewery,Davenport,IA,
16.0 oz,0.07%,365,Great River Brewery,Davenport,IA,
16.0 oz.,0.06%,365,Great River Brewery,Davenport,IA,
16.0 oz.,0.048,365,Great River Brewery,Davenport,IA,
16.0 oz.,0.06%,365,Great River Brewery,Davenport,IA,
16.0 oz,0.05%,365,Great River Brewery,Davenport,IA,
16.0 oz,0.054,365,Great River Brewery,Davenport,IA,
12.0 oz.,0.05%,466,Green Room Brewing,Jacksonville,FL,
12.0 ounce,0.057,156,Greenbrier Valley Brewing Company,Lewisburg,WV,
12.0 ounce,0.067,156,Greenbrier Valley Brewing Company,Lewisburg,WV,
16.0 ounce,0.058,86,Grey Sail Brewing Company,Westerly,RI,
12.0 oz,0.085,86,Grey Sail Brewing Company,Westerly,RI,
16.0 oz. Alumi-Tek,0.058,379,Grey Sail Brewing of Rhode Island,Westerly,RI,
12.0 oz.,0.06%,379,Grey Sail Brewing of Rhode Island,Westerly,RI,
16.0 ounce,0.04,379,Grey Sail Brewing of Rhode Island,Westerly,RI,
16.0 ounce,0.055,379,Grey Sail Brewing of Rhode Island,Westerly,RI,
16.0 OZ.,0.06,379,Grey Sail Brewing of Rhode Island,Westerly,RI,
12.0 oz.,0.06%,379,Grey Sail Brewing of Rhode Island,Westerly,RI,
12.0 oz.,0.05%,379,Grey Sail Brewing of Rhode Island,Westerly,RI,
16.0 oz.,0.045,124,Griffin Claw Brewing Company,Birmingham,MI,
16.0 ounce,0.07%,124,Griffin Claw Brewing Company,Birmingham,MI,
16.0 ounce,0.05,124,Griffin Claw Brewing Company,Birmingham,MI,
16.0 ounce,0.05%,124,Griffin Claw Brewing Company,Birmingham,MI,
16.0 ounce,0.065,124,Griffin Claw Brewing Company,Birmingham,MI,
16.0 OZ.,0.075,124,Griffin Claw Brewing Company,Birmingham,MI,
16.0 ounce,0.05%,124,Griffin Claw Brewing Company,Birmingham,MI,
12.0 oz,0.04,124,Griffin Claw Brewing Company,Birmingham,MI,
16.0 oz,0.09,124,Griffin Claw Brewing Company,Birmingham,MI,
12.0 oz.,0.063,144,Grimm Brothers Brewhouse,Loveland,CO,
12.0 oz,0.069,290,Hale's Ales,Seattle,WA,
12.0 ounce,0.047,290,Hale's Ales,Seattle,WA,
16.0 oz.,0.07,327,Half Acre Beer Company,Chicago,IL,
16.0 oz.,0.08,327,Half Acre Beer Company,Chicago,IL,
16.0 oz.,0.06%,327,Half Acre Beer Company,Chicago,IL,
16.0 oz,0.055,327,Half Acre Beer Company,Chicago,IL,
16.0 oz,0.06,327,Half Acre Beer Company,Chicago,IL,
16.0 oz.,0.06,327,Half Acre Beer Company,Chicago,IL,
16.0 oz,0.042,327,Half Acre Beer Company,Chicago,IL,
16.0 oz,0.052,327,Half Acre Beer Company,Chicago,IL,
12.0 oz. Alumi-Tek,0.07,248,Half Full Brewery,Stamford,CT,
12.0 oz,0.052,248,Half Full Brewery,Stamford,CT,
12.0 oz. Alumi-Tek,0.046,476,Hangar 24 Craft Brewery,Redlands,CA,
12.0 oz,0.043,476,Hangar 24 Craft Brewery,Redlands,CA,
16.0 oz.,0.075,343,Hardywood Park Craft Brewery,Richmond,VA,
12.0 oz,0.044,343,Hardywood Park Craft Brewery,Richmond,VA,
12.0 ounce,0.056,343,Hardywood Park Craft Brewery,Richmond,VA,
12.0 oz,0.052,234,Harpoon Brewery,Boston,MA,
12.0 ounce,0.062,234,Harpoon Brewery,Boston,MA,
12.0 oz.,0.048,234,Harpoon Brewery,Boston,MA,
12.0 oz.,0.05%,234,Harpoon Brewery,Boston,MA,
12.0 ounce,0.059,234,Harpoon Brewery,Boston,MA,
12.0 oz.,0.06%,234,Harpoon Brewery,Boston,MA,
12.0 oz.,0.055,234,Harpoon Brewery,Boston,MA,
12.0 ounce,0.06%,234,Harpoon Brewery,Boston,MA,
12.0 oz,0.05%,234,Harpoon Brewery,Boston,MA,
12.0 oz.,0.048,234,Harpoon Brewery,Boston,MA,
12.0 OZ.,0.05,234,Harpoon Brewery,Boston MA,,
12.0 oz,0.06%,234,Harpoon Brewery,Boston,MA,
12.0 oz.,,535,Harvest Moon Brewing Company,Belt,MT,
12.0 oz.,0.05%,535,Harvest Moon Brewing Company,Belt,MT,
12.0 ounce,0.049,204,Hawai'i Nui Brewing Co.,Hilo,HI,
12.0 oz,0.05%,204,Hawai'i Nui Brewing Co.,Hilo,HI,
19.2 oz.,0.06%,204,Hawai'i Nui Brewing Co.,Hilo,HI,
12.0 ounce,0.064,204,Hawai'i Nui Brewing Co.,Hilo,HI,
19.2 oz,0.083,204,Hawai'i Nui Brewing Co.,Hilo,HI,
16.0 oz.,0.076,280,Headlands Brewing Company,Mill Valley,CA,
16.0 oz,0.06%,280,Headlands Brewing Company,Mill Valley,CA,
16.0 ounce,0.088,280,Headlands Brewing Company,Mill Valley CA,,
12.0 oz,0.072,479,Heavy Seas Beer,Halethorpe,MD,
12.0 oz,0.06%,479,Heavy Seas Beer,Halethorpe,MD,
12.0 OZ.,0.06,479,Heavy Seas Beer,Halethorpe,MD,
16.0 OZ.,0.06%,423,Hess Brewing Company,San Diego,CA,
16.0 oz,0.08%,423,Hess Brewing Company,San Diego,CA,
16.0 oz,0.099,423,Hess Brewing Company,San Diego,CA,
12.0 ounce,0.063,168,High Hops Brewery,Windsor,CO,
12.0 oz. Alumi-Tek,0.07,168,High Hops Brewery,Windsor,CO,
12.0 oz,0.044,500,High Noon Saloon And Brewery,Leavenworth,KS,
12.0 oz.,0.05%,500,High Noon Saloon And Brewery,Leavenworth,KS,
12.0 ounce,0.055,500,High Noon Saloon And Brewery,Leavenworth,KS,
0.05%,32,Hilliard's Beer,Seattle,WA,,
16.0 oz.,0.06%,362,Hilliard's Beer,Seattle,WA,
16.0 oz.,0.049,362,Hilliard's Beer,Seattle,WA,
16.0 oz.,0.055,362,Hilliard's Beer,Seattle,WA,
16.0 oz,0.07%,362,Hilliard's Beer,Seattle,WA,
16.0 oz.,0.042,349,Hinterland Brewery,Green Bay,WI,
12.0 oz.,0.042,297,Hop Farm Brewing Company,Pittsburgh,PA,
12.0 ounce,0.05%,297,Hop Farm Brewing Company,Pittsburgh,PA,
12.0 oz,0.06%,297,Hop Farm Brewing Company,Pittsburgh PA,,
12.0 oz,0.049,198,Hop Valley Brewing Company,Springfield,OR,
12.0 oz.,0.08%,198,Hop Valley Brewing Company,Springfield,OR,
12.0 oz.,0.063,198,Hop Valley Brewing Company,Springfield,OR,
12.0 oz.,0.049,198,Hop Valley Brewing Company,Springfield,OR,
12.0 ounce,0.048,198,Hop Valley Brewing Company,Springfield,OR,
12.0 oz.,0.065,198,Hop Valley Brewing Company,Springfield,OR,
12.0 oz.,0.065,198,Hop Valley Brewing Company,Springfield,OR,
12.0 oz.,0.049,198,Hop Valley Brewing Company,Springfield,OR,
12.0 oz,0.07,395,Hops & Grain Brewery,Austin,TX,
12.0 oz.,0.051,395,Hops & Grain Brewery,Austin,TX,
12.0 oz.,0.051,395,Hops & Grain Brewery,Austin,TX,
12.0 ounce,0.06,395,Hops & Grain Brewery,Austin,TX,
12.0 oz.,0.065,136,Hops & Grains Brewing Company,Austin,TX,
16.0 oz,0.068,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz,0.03%,80,Hopworks Urban Brewery,Portland,OR,
16.0 ounce,0.039,80,Hopworks Urban Brewery,Portland OR,,
16.0 oz.,0.039,80,Hopworks Urban Brewery,Portland,OR,
16.0 ounce,0.039,80,Hopworks Urban Brewery,Portland OR,,
16.0 ounce,0.04%,80,Hopworks Urban Brewery,Portland,OR,
16.0 ounce,0.04%,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz,0.039,80,Hopworks Urban Brewery,Portland,OR,
16.0 ounce,0.04%,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz,0.04%,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz. Alumi-Tek,0.039,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz,0.04%,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz,0.039,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz,0.04%,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz,0.058,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz.,0.06%,80,Hopworks Urban Brewery,Portland OR,,
16.0 oz.,0.07%,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz.,0.07%,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz,0.06,80,Hopworks Urban Brewery,Portland,OR,
16.0 ounce,0.058,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz,0.073,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz,0.051,80,Hopworks Urban Brewery,Portland,OR,
16.0 oz.,0.066,80,Hopworks Urban Brewery,Portland,OR,
12.0 oz.,0.06%,120,Horny Goat Brew Pub,Milwaukee,WI,
12.0 oz.,0.051,120,Horny Goat Brew Pub,Milwaukee,WI,
16.0 oz.,0.06,120,Horny Goat Brew Pub,Milwaukee,WI,
12.0 oz.,0.07%,445,Howard Brewing Company,Lenoir,NC,
12.0 oz.,0.055,445,Howard Brewing Company,Lenoir,NC,
12.0 oz,0.07%,277,Indeed Brewing Company,Minneapolis,MN,
12.0 ounce,0.065,277,Indeed Brewing Company,Minneapolis,MN,
12.0 ounce,0.05,277,Indeed Brewing Company,Minneapolis,MN,
12.0 oz.,0.046,277,Indeed Brewing Company,Minneapolis,MN,
12.0 ounce,0.065,277,Indeed Brewing Company,Minneapolis,MN,
12.0 oz,0.05%,277,Indeed Brewing Company,Minneapolis,MN,
12.0 oz,0.048,140,Independence Brewing Company,Austin,TX,
12.0 oz.,0.055,140,Independence Brewing Company,Austin,TX,
12.0 oz. Alumi-Tek,0.059,140,Independence Brewing Company,Austin,TX,
12.0 oz,0.06%,23,Indiana City Brewing,Indianapolis,IN,
12.0 oz.,0.07,242,Infamous Brewing Company,Austin,TX,
12.0 oz.,0.06%,242,Infamous Brewing Company,Austin,TX,
12.0 oz.,0.05%,527,Intuition Ale Works,Jacksonville,FL,
12.0 oz,0.068,527,Intuition Ale Works,Jacksonville,FL,
12.0 oz,0.053,527,Intuition Ale Works,Jacksonville,FL,
12.0 oz,0.049,123,Ipswich Ale Brewery,Ipswich,MA,
16.0 oz.,,316,Iron Hill Brewery & Restaurant,Wilmington,DE,
16.0 oz,0.052,2,Jack's Abby Craft Lagers,Framingham,MA,
12.0 OZ.,0.048,2,Jack's Abby Craft Lagers,Framingham,MA,
16.0 oz.,0.072,2,Jack's Abby Craft Lagers,Framingham MA,,
12.0 ounce,0.07%,2,Jack's Abby Craft Lagers,Framingham,MA,
12.0 oz. Alumi-Tek,0.05%,2,Jack's Abby Craft Lagers,Framingham,MA,
12.0 OZ.,0.05,416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA,
12.0 oz.,0.051,416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA,
12.0 oz.,0.06%,312,Jackalope Brewing Company,Nashville,TN,
12.0 ounce,0.055,92,Jackie O's Pub & Brewery,Athens,OH,
12.0 ounce,0.065,92,Jackie O's Pub & Brewery,Athens,OH,
12.0 oz.,0.07%,92,Jackie O's Pub & Brewery,Athens,OH,
12.0 oz,0.05,92,Jackie O's Pub & Brewery,Athens,OH,
12.0 ounce,0.067,92,Jackie O's Pub & Brewery,Athens,OH,
12.0 oz.,0.07%,114,Jailbreak Brewing Company,Laurel,MD,
12.0 ounce,,32,James Page Brewing Company,Stevens Point,WI,
12.0 oz.,0.045,32,James Page Brewing Company,Stevens Point,WI,
12.0 oz,0.055,32,James Page Brewing Company,Stevens Point,WI,
12.0 OZ.,0.055,32,James Page Brewing Company,Stevens Point,WI,
12.0 oz.,0.06,32,James Page Brewing Company,Stevens Point,WI,
12.0 oz,0.06%,32,James Page Brewing Company,Stevens Point WI,,
12.0 ounce,0.05%,233,Joseph James Brewing Company,Henderson,NV,
12.0 oz,0.05%,233,Joseph James Brewing Company,Henderson,NV,
12.0 oz,0.09%,233,Joseph James Brewing Company,Henderson,NV,
12.0 oz,0.052,233,Joseph James Brewing Company,Henderson,NV,
12.0 oz. Alumi-Tek,0.071,208,Kalona Brewing Company,Kalona,IA,
12.0 oz.,0.075,208,Kalona Brewing Company,Kalona,IA,
12.0 oz.,0.05%,125,Karbach Brewing Company,Houston,TX,
12.0 oz.,0.06%,125,Karbach Brewing Company,Houston,TX,
12.0 oz.,0.055,125,Karbach Brewing Company,Houston,TX,
12.0 ounce,0.055,125,Karbach Brewing Company,Houston,TX,
12.0 ounce,0.05%,125,Karbach Brewing Company,Houston TX,,
12.0 oz. Alumi-Tek,0.07%,125,Karbach Brewing Company,Houston,TX,
12.0 OZ.,0.10%,125,Karbach Brewing Company,Houston,TX,
12.0 oz.,0.05%,125,Karbach Brewing Company,Houston,TX,
12.0 oz.,0.052,125,Karbach Brewing Company,Houston,TX,
12.0 oz,0.07%,125,Karbach Brewing Company,Houston,TX,
12.0 oz.,0.057,342,KelSo Beer Company,Brooklyn,NY,
12.0 oz,0.06,342,KelSo Beer Company,Brooklyn,NY,
12.0 ounce,0.055,342,KelSo Beer Company,Brooklyn NY,,
12.0 oz,0.06%,458,Kenai River Brewing Company,Soldotna,AK,
12.0 ounce,0.05,458,Kenai River Brewing Company,Soldotna AK,,
12.0 oz. Alumi-Tek,0.068,458,Kenai River Brewing Company,Soldotna,AK,
12.0 oz,0.058,458,Kenai River Brewing Company,Soldotna,AK,
16.0 oz.,0.07%,510,Kettle House Brewing Company,Missoula,MT,
16.0 ounce,0.07%,510,Kettle House Brewing Company,Missoula,MT,
16.0 oz.,0.065,510,Kettle House Brewing Company,Missoula,MT,
16.0 oz.,0.055,510,Kettle House Brewing Company,Missoula,MT,
16.0 ounce,0.07%,510,Kettle House Brewing Company,Missoula,MT,
16.0 oz.,0.065,510,Kettle House Brewing Company,Missoula,MT,
12.0 oz.,,84,Keweenaw Brewing Company,Houghton,MI,
12.0 oz.,,84,Keweenaw Brewing Company,Houghton,MI,
12.0 oz.,,84,Keweenaw Brewing Company,Houghton,MI,
12.0 oz,,84,Keweenaw Brewing Company,Houghton,MI,
12.0 oz. Alumi-Tek,,84,Keweenaw Brewing Company,Houghton,MI,
12.0 oz,,84,Keweenaw Brewing Company,Houghton,MI,
12.0 oz,,84,Keweenaw Brewing Company,Houghton,MI,
12.0 oz.,0.051,102,King Street Brewing Company,Anchorage,AK,
12.0 oz.,0.055,102,King Street Brewing Company,Anchorage,AK,
12.0 OZ.,0.06,102,King Street Brewing Company,Anchorage,AK,
12.0 oz. Alumi-Tek,0.06%,102,King Street Brewing Company,Anchorage,AK,
12.0 oz.,0.049,102,King Street Brewing Company,Anchorage,AK,
16.0 ounce,0.063,87,Kirkwood Station Brewing Company,Kirkwood,MO,
